"date_prod","mast_id","well_id","new_well","orph_well","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","job_num","well_class","work_type","h2s_gas","date_aprv","date_spud","date_rels","well_prox","dril_name","dril_cont","dril_phone","dril_addr","dril_city","dril_state","dril_zip","rig_num","dril_term","p_t_d","well_depth","meas_depth","add_info","recrd_stat","well_actv","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-07","1235853","1235853",True,False,"CO","  ","WELD           ","TIMBRO                        ","LC13-75-1 HN             ","NW NE-24-9N-59W-280FNL-1912FEL                              ","24  ","9  ","N","59 ","W","280  ","FNL   ","          ","1912 ","FEL   ","          ","NW NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","13-9N-59W-660FNL-2310FEL                                    ","13  ","9  ","N","59 ","W","660  ","FNL   ","          ","2310 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-36683-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-01-31","2013-04-27","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","322   ","DW",10380,0,0,"                                                  ","WORK","DRL",29,-103.923667,40.742897,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200              ","DENVER                   ","CO","80202-4720"
"2013-05-07","1239795","1239795",False,False,"CO","  ","WELD           ","SHABLE USX PC-AB              ","11-62-1 HNL              ","SW SW-11-7N-64W-660FSL-250FWL                               ","11  ","7  ","N","64 ","W","660  ","FSL   ","          ","250  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","12-7N-64W-330FSL-535FEL                                     ","12  ","7  ","N","64 ","W","330  ","FSL   ","          ","535  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36700-  ","        ","   ","10     ","OIL ","OD                  ",False,"2013-02-04","2013-04-28","","                              ","PRECISION DRILLING (US) CORPORATION    ","BOB SADOWAY/RAYMOND DROVER        ","970-243-8003        ","848 21 1/2 ROAD                        ","GRAND JUNCTION           ","CO","81505     ","828   ","DW",16418,0,0,"                                                  ","WORK","DRL",27,-104.52519,40.58225,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200              ","DENVER                   ","CO","80202-4720"
"2013-05-07","1239891","1239891",True,False,"CO","  ","WELD           ","CANNON                        ","13N-10 HZ                ","NW NW-10-2N-66W-365FNL-1195FWL                              ","10  ","2  ","N","66 ","W","365  ","FNL   ","          ","1195 ","FWL   ","          ","NW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","10-2N-66W-460FSL-305FWL                                     ","10  ","2  ","N","66 ","W","460  ","FSL   ","          ","305  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36688-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-01-31","2013-05-04","","                              ","XTREME DRILLING AND COIL SERVICES, INC.","BRYCE FERGUSON                    ","281-994-4600        ","16285 PARK TEN PLACE, SUITE 650        ","HOUSTON                  ","TX","77084     ","23    ","DW",11762,6760,0,"                                                  ","WORK","DRL",18,-104.768524,40.158904,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1240368","1240368",True,False,"CO","  ","WELD           ","GOBBLER                       ","2C-23 HZ                 ","SW SE-23-2N-66W-240FSL-1589FEL                              ","23  ","2  ","N","66 ","W","240  ","FSL   ","          ","1589 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","23-2N-66W-460FNL-1730FEL                                    ","23  ","2  ","N","66 ","W","460  ","FNL   ","          ","1730 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36816-  ","        ","   ","132106 ","GAS ","OD                  ",False,"2013-02-15","2013-05-04","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","132   ","DW",12084,7858,0,"                                                  ","WORK","DRL",17,-104.740603,40.117148,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1238672","1238672",True,False,"CO","  ","WELD           ","MATHEWS                       ","4B-14 H                  ","SW SE-14-1N-66W-472FSL-1990FEL                              ","14  ","1  ","N","66 ","W","472  ","FSL   ","          ","1990 ","FEL   ","          ","SW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","14-1N-66W-460FNL-2175FEL                                    ","14  ","1  ","N","66 ","W","460  ","FNL   ","          ","2175 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36974-  ","        ","   ","135123 ","GAS ","OD                  ",False,"2013-03-14","2013-05-05","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","135   ","DW",12170,1326,0,"                                                  ","WORK","DRL",9,-104.74206,40.04529,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700            ","DENVER                   ","CO","80202-5632"
"2013-05-07","1238833","1238833",True,False,"CO","  ","WELD           ","WELLS RANCH -AE-              ","05-65-1 HN               ","SE NE-6-6N-62W-1890FNL-65FEL                                ","6   ","6  ","N","62 ","W","1890 ","FNL   ","          ","65   ","FEL   ","          ","SE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","5-6N-62W-2275FSL-535FEL                                     ","5   ","6  ","N","62 ","W","2275 ","FSL   ","          ","535  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36673-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-01-31","2013-05-02","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","321   ","DW",11246,6860,0,"                                                  ","WORK","DRL",19,-104.35624,40.5178,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200              ","DENVER                   ","CO","80202-4720"
"2013-05-07","1244482","1244482",False,False,"CO","  ","WELD           ","NELSON                        ","4-17-9-60                ","SE SW-17-9N-60W-291FSL-1595FWL                              ","17  ","9  ","N","60 ","W","291  ","FSL   ","          ","1595 ","FWL   ","          ","SE SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","17-9N-60W-650FNL-1950FWL                                    ","17  ","9  ","N","60 ","W","650  ","FNL   ","          ","1950 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-36869-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-02-22","2013-04-27","","                              ","XTREME DRILLING AND COIL SERVICES, INC.","BRYCE FERGUSON                    ","281-994-4600        ","16285 PARK TEN PLACE, SUITE 650        ","HOUSTON                  ","TX","77084     ","19    ","DW",10739,9254,0,"                                                  ","WORK","DRL",32,-104.12124,40.743,"CARRIZO OIL & GAS, INC.                ","MIKE CRUMPLER/BRAD FISHER         ","713-328-1000","500 DALLAS STREET, SUITE 2300          ","HOUSTON                  ","TX","77002-4724"
"2013-05-07","1242808","1242808",False,False,"CO","  ","WELD           ","THOMSEN                       ","14N-18 HZ                ","SE NW-7-2N-65W-2378FNL-1801FWL                              ","7   ","2  ","N","65 ","W","2378 ","FNL   ","          ","1801 ","FWL   ","          ","SE NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","18-2N-65W-460FSL-1950FWL                                    ","18  ","2  ","N","65 ","W","460  ","FSL   ","          ","1950 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36873-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-02-22","2013-04-19","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","307   ","DW",14580,14672,0,"                                                  ","WORK","DRL",40,-104.709462,40.153662,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1242809","1242809",True,False,"CO","  ","WELD           ","ZISCH                         ","23-6                     ","SW SW-6-3N-68W-386FSL-635FWL                                ","6   ","3  ","N","68 ","W","386  ","FSL   ","          ","635  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","WELD           ","6-3N-68W-1920FSL-1992FWL                                    ","6   ","3  ","N","68 ","W","1920 ","FSL   ","          ","1992 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36900-  ","        ","   ","122337 ","GAS ","OD                  ",False,"2013-02-28","2013-05-06","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","122   ","  ",8325,887,0,"                                                  ","WORK","DRL",7,-105.05281,40.24827,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700            ","DENVER                   ","CO","80202-5632"
"2013-05-07","1243164","1243164",True,False,"CO","  ","WELD           ","THOMSEN                       ","13N-18 HZ                ","SW NW-7-2N-65W-2397FNL-490FWL                               ","7   ","2  ","N","65 ","W","2397 ","FNL   ","          ","490  ","FWL   ","          ","SW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","18-2N-65W-460FSL-615FWL                                     ","18  ","2  ","N","65 ","W","460  ","FSL   ","          ","615  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36867-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-02-22","2013-04-25","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","311   ","DW",14503,14444,0,"                                                  ","WORK","DRL",36,-104.714151,40.153543,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1240765","1240765",False,False,"CO","  ","WELD           ","MELBON                        ","19N-E8 HZ                ","SW NW-17-2N-65W-2499FNL-1125FWL                             ","17  ","2  ","N","65 ","W","2499 ","FNL   ","          ","1125 ","FWL   ","          ","SW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","8-2N-65W-2184FSL-1615FWL                                    ","8   ","2  ","N","65 ","W","2184 ","FSL   ","          ","1615 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36754-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-02-08","2013-04-27","","                              ","XTREME DRILLING AND COIL SERVICES, INC.","BRYCE FERGUSON                    ","281-994-4600        ","16285 PARK TEN PLACE, SUITE 650        ","HOUSTON                  ","TX","77084     ","22    ","DW",11705,11607,0,"                                                  ","WORK","DRL",30,-104.693309,40.13897,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1241087","1241087",True,False,"CO","  ","WELD           ","CROWDER                       ","15N-18 HZ                ","NE NE-18-2N-65W-253FNL-1168FEL                              ","18  ","2  ","N","65 ","W","253  ","FNL   ","          ","1168 ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","18-2N-65W-460FSL-2376FEL                                    ","18  ","2  ","N","65 ","W","460  ","FSL   ","          ","2376 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36721-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-02-08","2013-05-01","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","308   ","DW",11885,7691,0,"                                                  ","WORK","DRL",26,-104.701478,40.145085,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1242581","1242581",False,False,"CO","  ","WELD           ","WELLS RANCH -AE-              ","05-62-1 HN               ","SE SE-6-6N-62W-1247FSL-106FEL                               ","6   ","6  ","N","62 ","W","1247 ","FSL   ","          ","106  ","FEL   ","          ","SE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","5-6N-62W-360FSL-535FEL                                      ","5   ","6  ","N","62 ","W","360  ","FSL   ","          ","535  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36772-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-02-13","2013-04-27","","                              ","HELMERICH & PAYNE I.D.C.               ","ANTHONY ""TOBY"" KERN               ","307-237-0056        ","7094 WEST ZERO ROAD                    ","CASPER                   ","WY","82604-2057","343   ","DW",11215,11175,0,"                                                  ","WORK","DRL",31,-104.35634,40.51184,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200              ","DENVER                   ","CO","80202-4720"
"2013-05-07","1251348","1251348",True,False,"CO","  ","WELD           ","ANTELOPE                      ","B-V-33 HNB               ","SW NW-33-5N-62W-1471FNL-430FWL                              ","33  ","5  ","N","62 ","W","1471 ","FNL   ","          ","430  ","FWL   ","          ","SW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","WELD           ","33-5N-62W-1320FNL-470FEL                                    ","33  ","5  ","N","62 ","W","1320 ","FNL   ","          ","470  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-37054-  ","        ","   ","136366 ","OIL ","OD                  ",False,"2013-03-21","2013-05-06","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","136   ","  ",10777,503,0,"                                                  ","WORK","DRL",6,-104.33672,40.35939,"BONANZA CREEK ENERGY OPERATING CO., LLC","STEVE WOLF/KERRY MCCOWEN          ","720-440-6108","410 17TH STREET, SUITE 1500            ","DENVER                   ","CO","80202-4424"
"2013-05-07","1235973","1250819",True,False,"CO","  ","WELD           ","TIMBRO                        ","LC13-77-1 HN             ","NE NW-24-9N-59W-280FNL-1800FWL                              ","24  ","9  ","N","59 ","W","280  ","FNL   ","          ","1800 ","FWL   ","          ","NE NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","13-9N-59W-660FNL-1650FWL                                    ","13  ","9  ","N","59 ","W","660  ","FNL   ","          ","1650 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-36660-01","        ","   ","       ","OIL ","LT                  ",False,"2013-03-15","2013-05-02","","                              ","HELMERICH & PAYNE I.D.C.               ","GEORGE MICHALOPULOS/VICTOR GARCIA ","970-263-0872        ","2360 G ROAD                            ","GRAND JUNCTION           ","CO","81505     ","273   ","DW",10379,2577,0,"                                                  ","WORK","DRL",21,-103.929202,40.742884,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200              ","DENVER                   ","CO","80202-4720"
"2013-05-07","1245276","1245276",True,False,"CO","  ","WELD           ","STATE ANTELOPE                ","14-11-28 HNB             ","SW SW-28-5N-62W-330FSL-642FWL                               ","28  ","5  ","N","62 ","W","330  ","FSL   ","          ","642  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","28-5N-62W-470FNL-647FWL                                     ","28  ","5  ","N","62 ","W","470  ","FNL   ","          ","647  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36877-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-02-22","2013-05-02","","                              ","CADE DRILLING, LLC                     ","MARTIN GEIGER                     ","303-833-1120        ","4738 GRANDVIEW BOULEVARD               ","DACONO                   ","CO","80514     ","22    ","DW",10850,6641,0,"                                                  ","WORK","DRL",20,-104.33594,40.36433,"BONANZA CREEK ENERGY OPERATING CO., LLC","STEVE WOLF/KERRY MCCOWEN          ","720-440-6108","410 17TH STREET, SUITE 1500            ","DENVER                   ","CO","80202-4424"
"2013-05-07","1247316","1247316",False,False,"CO","  ","WELD           ","CVR                           ","5-63-32-3340B H          ","NW SW-32-5N-63W-2304FSL-230FWL                              ","32  ","5  ","N","63 ","W","2304 ","FSL   ","          ","230  ","FWL   ","          ","NW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","32-5N-63W-2460FSL-500FEL                                    ","32  ","5  ","N","63 ","W","2460 ","FSL   ","          ","500  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-36899-  ","        ","   ","R5713  ","OIL ","OD                  ",False,"2013-02-28","2013-05-06","","                              ","NABORS DRILLING USA, LP                ","LEE HUTCHINSON/MIKE MCMURTREY     ","307-472-4097        ","6500 WEST ZERO ROAD                    ","CASPER                   ","WY","82604-2112","M37   ","DW",11073,0,0,"                                                  ","WORK","DRL",8,-104.468786,40.354948,"BILL BARRETT CORPORATION               ","JEFF OBERMAN/TROY SCHINDLER       ","303-293-9100","1099 18TH STREET, SUITE 2300           ","DENVER                   ","CO","80202-1939"
"2013-05-07","1255442","1255442",True,False,"CO","  ","WELD           ","WISHBONE                      ","30N-24 HZ                ","SW SW-24-2N-66W-320FSL-388FWL                               ","24  ","2  ","N","66 ","W","320  ","FSL   ","          ","388  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","24-2N-66W-460FNL-88FWL                                      ","24  ","2  ","N","66 ","W","460  ","FNL   ","          ","88   ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-37147-  ","        ","   ","       ","GAS ","OD                  ",False,"2013-04-18","2013-05-10","","                              ","XTREME DRILLING AND COIL SERVICES, INC.","BRYCE FERGUSON                    ","281-994-4600        ","16285 PARK TEN PLACE, SUITE 650        ","HOUSTON                  ","TX","77084     ","8     ","DW",11878,0,0,"                                                  ","PREP","MOL",3,-104.733535,40.117402,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
"2013-05-07","1256130","1256130",True,False,"CO","  ","WELD           ","ANTELOPE                      ","K-O-29 HNB               ","NE NE-29-5N-62W-201FNL-1220FEL                              ","29  ","5  ","N","62 ","W","201  ","FNL   ","          ","1220 ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","29-5N-62W-470FSL-2318FEL                                    ","29  ","5  ","N","62 ","W","470  ","FSL   ","          ","2318 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-37098-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-04-05","2013-04-26","","                              ","FORT DRILLING, LLC                     ","DON FORT                          ","303-682-9301        ","2330 NORTH MAIN STREET, SUITE G        ","LONGMONT                 ","CO","80501-1127","5     ","  ",11057,7100,0,"                                                  ","WORK","DRL",34,-104.34257,40.374734,"BONANZA CREEK ENERGY OPERATING CO., LLC","STEVE WOLF/KERRY MCCOWEN          ","720-440-6108","410 17TH STREET, SUITE 1500            ","DENVER                   ","CO","80202-4424"
"2013-05-07","1256482","1256482",False,False,"CO","  ","WELD           ","PAPPENHEIM                    ","6-62-26-0108B H          ","SW SW-23-6N-62W-225FSL-335FWL                               ","23  ","6  ","N","62 ","W","225  ","FSL   ","          ","335  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","26-6N-62W-650FNL-620FEL                                     ","26  ","6  ","N","62 ","W","650  ","FNL   ","          ","620  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-37090-  ","        ","   ","       ","OIL ","OD                  ",False,"2013-04-03","2013-04-23","","                              ","CADE DRILLING, LLC                     ","MARTIN GEIGER                     ","303-833-1120        ","4738 GRANDVIEW BOULEVARD               ","DACONO                   ","CO","80514     ","24    ","DW",10601,10475,0,"                                                  ","WORK","DRL",38,-104.29742,40.46636,"BILL BARRETT CORPORATION               ","JEFF OBERMAN/TROY SCHINDLER       ","303-293-9100","1099 18TH STREET, SUITE 2300           ","DENVER                   ","CO","80202-1939"
"2013-05-07","1261036","1261036",True,False,"CO","  ","WELD           ","TRIANGLE                      ","32-22                    ","SE NW-22-7N-65W-1800FNL-2345FWL                             ","22  ","7  ","N","65 ","W","1800 ","FNL   ","          ","2345 ","FWL   ","          ","SE NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","WELD           ","22-7N-65W-2141FNL-75FWL                                     ","22  ","7  ","N","65 ","W","2141 ","FNL   ","          ","75   ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WYATT SCHOOL        ","                    ","                    ","                    ","                    ","05-123-37204-  ","        ","   ","7527   ","OIL ","OD                  ",False,"2013-04-25","2013-05-11","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","7     ","  ",7889,0,0,"                                                  ","PREP","RUP",2,-104.650423,40.561813,"BAYSWATER EXPLORATION & PRODUCTION, LLC","STEVE STRUNA/DAN BRUGEMAN         ","303-893-2503","730 17TH STREET, SUITE 600             ","DENVER                   ","CO","80202-5329"
"2013-05-07","1190814","1190814",True,False,"CO","  ","WELD           ","JWHS                          ","32-2 D                   ","SE NW-2-3N-68W-2015FNL-2003FWL                              ","2   ","3  ","N","68 ","W","2015 ","FNL   ","          ","2003 ","FWL   ","          ","SE NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DIR","WELD           ","2-3N-68W-2064FNL-2001FEL                                    ","2   ","3  ","N","68 ","W","2064 ","FNL   ","          ","2001 ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-35825-  ","        ","   ","226463 ","O/G ","OD                  ",False,"2012-07-06","2013-05-04","","                              ","ENSIGN UNITED STATES DRILLING, INC.    ","GREG BURTON                       ","303-292-1206        ","P.O. BOX 17805                         ","DENVER                   ","CO","80217-0805","226   ","  ",7750,5994,0,"                                                  ","WORK","DRL",16,-104.97268,40.25719,"APOLLO OPERATING, LLC                  ","JESSE WHITE                       ","303-830-0888","1538 WAZEE STREET, SUITE 200           ","DENVER                   ","CO","80202     "
"2013-05-07","1142532","1142532",True,False,"CO","  ","WELD           ","WILDHORSE                     ","4-424 H                  ","4-9N-59W-320FNL-1954FWL                                     ","4   ","9  ","N","59 ","W","320  ","FNL   ","          ","1954 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","WELD           ","4-9N-59W-320FNL-1954FWL                                     ","4   ","9  ","N","59 ","W","320  ","FNL   ","          ","1954 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WELD                ","                    ","                    ","                    ","                    ","05-123-34896-  ","        ","   ","       ","OIL ","OD                  ",False,"2011-12-30","2013-05-02","","                              ","CADE DRILLING, LLC                     ","MARTIN GEIGER                     ","303-833-1120        ","4738 GRANDVIEW BOULEVARD               ","DACONO                   ","CO","80514     ","21    ","DW",6792,6641,0,"                                                  ","WORK","DRL",22,-103.985462,40.785982,"WHITING OIL & GAS CORPORATION          ","RICK A. ROSS/DAVE M. SEERY        ","303-837-1661","1700 BROADWAY, SUITE 2300              ","DENVER                   ","CO","80290-2300"
"2013-05-07","1196641","1196641",False,False,"CO","  ","WELD           ","DOVE                          ","40N-13 HZ                ","NE NE-12-2N-66W-365FNL-528FEL                               ","12  ","2  ","N","66 ","W","365  ","FNL   ","          ","528  ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","13-2N-66W-2228FNL-50FEL                                     ","13  ","2  ","N","66 ","W","2228 ","FNL   ","          ","50   ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-35893-  ","        ","   ","       ","GAS ","OD                  ",False,"2012-07-30","2013-04-25","","                              ","XTREME DRILLING AND COIL SERVICES, INC.","BRYCE FERGUSON                    ","281-994-4600        ","16285 PARK TEN PLACE, SUITE 650        ","HOUSTON                  ","TX","77084     ","20    ","DW",13798,14304,0,"                                                  ","WORK","DRL",35,-104.717796,40.159086,"KERR-MCGEE OIL & GAS ONSHORE, LP       ","MIKE LINGREEN/KEITH KILCRESE      ","970-330-0614","4000 BURLINGTON AVENUE                 ","EVANS                    ","CO","80620-2425"
