"date_prod","mast_id","well_id","state_name","dist_name","county_sl","wellnam_sl","wellnum_sl","legal_sl","sec_sl","twn_sl","twndir_sl","rng_sl","rngdir_sl","ftg1_sl","ftg1dir_sl","ftg1ref_sl","ftg2_sl","ftg2dir_sl","ftg2ref_sl","qtrsec_sl","ftgcor_sl","crtrqd1_sl","crtrqd2_sl","abstno_sl","blknam_sl","blknum_sl","srvynam_sl","srvynum_sl","well_ornt","county_bh","legal_bh","sec_bh","twn_bh","twndir_bh","rng_bh","rngdir_bh","ftg1_bh","ftg1dir_bh","ftg1ref_bh","ftg2_bh","ftg2dir_bh","ftg2ref_bh","qtrsec_bh","ftgcor_bh","crtrqd1_bh","crtrqd2_bh","abstno_bh","blknam_bh","blknum_bh","srvynam_bh","srvynum_bh","field_1","field_2","field_3","field_4","field_5","api_num","perm_num","well_purp","well_class","work_type","h2s_gas","date_post","date_aprv","well_prox","p_t_d","add_info","recrd_stat","map_ref","well_long","well_lat","oper_name","oper_cont","oper_phone","oper_addr","oper_city","oper_state","oper_zip"
"2013-05-21","1272096","1272096","CO","  ","WELD           ","RAZOR                         ","27K-3405A                ","NE SW-27-10N-58W-2322FSL-1914FWL                            ","27  ","10 ","N","58 ","W","2322 ","FSL   ","          ","1914 ","FWL   ","          ","NE SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","34-10N-58W-600FSL-1485FWL                                   ","34  ","10 ","N","58 ","W","600  ","FSL   ","          ","1485 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",13003,"                                                  ","APRV",1,-103.853833,40.808594,"WHITING OIL & GAS CORPORATION          ","RICK A. ROSS/DAVE M. SEERY        ","303-837-1661","1700 BROADWAY, SUITE 2300               ","DENVER                   ","CO","80290-2300"
"2013-05-21","1272097","1272097","CO","  ","WELD           ","RAZOR                         ","27K-3406B                ","NE SW-27-10N-58W-2322FSL-1947FWL                            ","27  ","10 ","N","58 ","W","2322 ","FSL   ","          ","1947 ","FWL   ","          ","NE SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","34-10N-58W-100FSL-1815FWL                                   ","34  ","10 ","N","58 ","W","100  ","FSL   ","          ","1815 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",12971,"                                                  ","APRV",1,-103.853714,40.808594,"WHITING OIL & GAS CORPORATION          ","RICK A. ROSS/DAVE M. SEERY        ","303-837-1661","1700 BROADWAY, SUITE 2300               ","DENVER                   ","CO","80290-2300"
"2013-05-21","1272102","1272102","CO","  ","WELD           ","GAFFNEY CASS                  ","4-36-8-62                ","SW SW-36-8N-62W-272FSL-715FWL                               ","36  ","8  ","N","62 ","W","272  ","FSL   ","          ","715  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","36-8N-62W-130FNL-1050FWL                                    ","36  ","8  ","N","62 ","W","130  ","FNL   ","          ","1050 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",11624,"                                                  ","APRV",1,-104.27551,40.61107,"CARRIZO NIOBRARA, LLC                  ","MIKE CRUMPLER                     ","713-328-1000","500 DALLAS STREET, SUITE 2300           ","HOUSTON                  ","TX","77002-4724"
"2013-05-21","1271953","1271953","CO","  ","WELD           ","DRIETH                        ","1C-6 H-A368              ","NE NE-6-3N-68W-696FNL-434FEL                                ","6   ","3  ","N","68 ","W","696  ","FNL   ","          ","434  ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","6-3N-68W-750FNL-460FWL                                      ","6   ","3  ","N","68 ","W","750  ","FNL   ","          ","460  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","GAS ","OD                  ",False,"2013-05-15","","                              ",11433,"                                                  ","APRV",1,-105.03815,40.26013,"ENCANA OIL & GAS (USA), INC.           ","CALEB LEAKE/CORKY VICKERS/JOEL FOX","303-623-2300","370 17TH STREET, SUITE 1700             ","DENVER                   ","CO","80202-5632"
"2013-05-21","1271954","1271954","CO","  ","WELD           ","ROHN STATE                    ","LD09-65-1 HN             ","NE SE-9-9N-58W-2125FSL-480FEL                               ","9   ","9  ","N","58 ","W","2125 ","FSL   ","          ","480  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","9-9N-58W-2310FSL-660FWL                                     ","9   ","9  ","N","58 ","W","2310 ","FSL   ","          ","660  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",9716,"                                                  ","APRV",1,-103.86165,40.76441,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271955","1271955","CO","  ","WELD           ","ROHN STATE                    ","LD10-65 HN               ","NE SE-9-9N-58W-2163FSL-330FEL                               ","9   ","9  ","N","58 ","W","2163 ","FSL   ","          ","330  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","10-9N-58W-2640FNL-660FEL                                    ","10  ","9  ","N","58 ","W","2640 ","FNL   ","          ","660  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10356,"                                                  ","APRV",1,-103.86111,40.76452,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271956","1271956","CO","  ","WELD           ","ROHN STATE                    ","LD09-65 HN               ","NE SE-9-9N-58W-2163FSL-480FEL                               ","9   ","9  ","N","58 ","W","2163 ","FSL   ","          ","480  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","9-9N-58W-2640FNL-600FWL                                     ","9   ","9  ","N","58 ","W","2640 ","FNL   ","          ","600  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",9880,"                                                  ","APRV",1,-103.86165,40.76452,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1272037","1272037","CO","  ","WELD           ","GAFFNEY CASS                  ","2-36-8-62                ","SW SW-36-8N-62W-272FSL-685FWL                               ","36  ","8  ","N","62 ","W","272  ","FSL   ","          ","685  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","36-8N-62W-130FNL-350FWL                                     ","36  ","8  ","N","62 ","W","130  ","FNL   ","          ","350  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",11638,"                                                  ","APRV",1,-104.275862,40.611249,"CARRIZO NIOBRARA, LLC                  ","MIKE CRUMPLER                     ","713-328-1000","500 DALLAS STREET, SUITE 2300           ","HOUSTON                  ","TX","77002-4724"
"2013-05-21","1272041","1272041","CO","  ","WELD           ","GAFFNEY CASS                  ","3-36-8-62                ","SW SW-36-8N-62W-272FSL-700FWL                               ","36  ","8  ","N","62 ","W","272  ","FSL   ","          ","700  ","FWL   ","          ","SW SW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","36-8N-62W-130FNL-700FWL                                     ","36  ","8  ","N","62 ","W","130  ","FNL   ","          ","700  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",11624,"                                                  ","APRV",1,-104.275808,40.61125,"CARRIZO NIOBRARA, LLC                  ","MIKE CRUMPLER                     ","713-328-1000","500 DALLAS STREET, SUITE 2300           ","HOUSTON                  ","TX","77002-4724"
"2013-05-21","1271829","1271829","CO","  ","WELD           ","ROHN STATE                    ","LD09-64 HN               ","NE SE-9-9N-58W-2088FSL-480FEL                               ","9   ","9  ","N","58 ","W","2088 ","FSL   ","          ","480  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","9-9N-58W-1980FSL-660FWL                                     ","9   ","9  ","N","58 ","W","1980 ","FSL   ","          ","660  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",9620,"                                                  ","APRV",1,-103.861552,40.764333,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271830","1271830","CO","  ","WELD           ","ROHN STATE                    ","LD10-64-1 HN             ","NE SE-9-9N-58W-2050FSL-330FEL                               ","9   ","9  ","N","58 ","W","2050 ","FSL   ","          ","330  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","10-9N-58W-1650FSL-660FEL                                    ","10  ","9  ","N","58 ","W","1650 ","FSL   ","          ","660  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10142,"                                                  ","APRV",1,-103.86101,40.76423,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271832","1271832","CO","  ","WELD           ","ROHN STATE                    ","LD10-64 HN               ","NE SE-9-9N-58W-2088FSL-330FEL                               ","9   ","9  ","N","58 ","W","2088 ","FSL   ","          ","330  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","10-9N-58W-1980FSL-660FEL                                    ","10  ","9  ","N","58 ","W","1980 ","FSL   ","          ","660  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10269,"                                                  ","APRV",1,-103.861011,40.764334,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271834","1271834","CO","  ","WELD           ","ROHN STATE                    ","LD10-65-1 HN             ","NE SE-9-9N-58W-2125FSL-330FEL                               ","9   ","9  ","N","58 ","W","2125 ","FSL   ","          ","330  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","10-9N-58W-2310FSL-550FEL                                    ","10  ","9  ","N","58 ","W","2310 ","FSL   ","          ","550  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10205,"                                                  ","APRV",1,-103.861012,40.764436,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271765","1271765","CO","  ","WELD           ","IRVINE -USX- PC-AB            ","22-64-1 HN               ","NW SE-22-7N-64W-1743FSL-2226FEL                             ","22  ","7  ","N","64 ","W","1743 ","FSL   ","          ","2226 ","FEL   ","          ","NW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","23-7N-64W-1650FSL-2310FWL                                   ","23  ","7  ","N","64 ","W","1650 ","FSL   ","          ","2310 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",11347,"                                                  ","APRV",1,-104.53418,40.55626,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271766","1271766","CO","  ","WELD           ","IRVINE -USX- PC-AB            ","22-65-1 HN               ","NW SE-22-7N-64W-1818FSL-2226FEL                             ","22  ","7  ","N","64 ","W","1818 ","FSL   ","          ","2226 ","FEL   ","          ","NW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","23-7N-64W-2310FSL-1650FWL                                   ","23  ","7  ","N","64 ","W","2310 ","FSL   ","          ","1650 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10728,"                                                  ","APRV",1,-104.53418,40.55647,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271767","1271767","CO","  ","WELD           ","IRVINE -AB-                   ","22-65 HN                 ","NW SE-22-7N-64W-1855FSL-2226FEL                             ","22  ","7  ","N","64 ","W","1855 ","FSL   ","          ","2226 ","FEL   ","          ","NW SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","23-7N-64W-2640FSL-1250FWL                                   ","23  ","7  ","N","64 ","W","2640 ","FSL   ","          ","1250 ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WATTENBERG          ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",10442,"                                                  ","APRV",1,-104.53417,40.55657,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271827","1271827","CO","  ","WELD           ","ROHN STATE                    ","LD09-64-1 HN             ","NE SE-9-9N-58W-2050FSL-480FEL                               ","9   ","9  ","N","58 ","W","2050 ","FSL   ","          ","480  ","FEL   ","          ","NE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","WELD           ","9-9N-58W-1650FSL-660FWL                                     ","9   ","9  ","N","58 ","W","1650 ","FSL   ","          ","660  ","FWL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","WILDCAT             ","                    ","                    ","                    ","                    ","05-123-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",9727,"                                                  ","APRV",1,-103.861551,40.764229,"NOBLE ENERGY, INC.                     ","CHARLES MALLARY                   ","303-228-4000","1625 BROADWAY, SUITE 2200               ","DENVER                   ","CO","80202-4720"
"2013-05-21","1271957","1271957","CO","  ","YUMA           ","CANTRALL                      ","35-1                     ","NE NE-35-1S-45W-230FNL-310FEL                               ","35  ","1  ","S","45 ","W","230  ","FNL   ","          ","310  ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","YUMA           ","NE NE-35-1S-45W-230FNL-310FEL                               ","35  ","1  ","S","45 ","W","230  ","FNL   ","          ","310  ","FEL   ","          ","NE NE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","DUKE                ","                    ","                    ","                    ","                    ","05-125-     -  ","        ","   ","OIL ","OD                  ",False,"2013-05-15","","                              ",2490,"                                                  ","APRV",1,-102.37465,39.93261,"DUKE GAS COMPANY                       ","BENNY CANTRALL/DIANA CANTRALL     ","970-332-5610","22500 COUNTY ROAD 24                    ","VERNON                   ","CO","80755-9621"
"2013-05-21","1273109","1273109","KS","  ","ALLEN          ","LANTZ                         ","5A                       ","NW SW SE SW-36-24S-20E-575FSL-3690FEL                       ","36  ","24 ","S","20 ","E","575  ","FSL   ","          ","3690 ","FEL   ","          ","NW SW SE SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","ALLEN          ","NW SW SE SW-36-24S-20E-575FSL-3690FEL                       ","36  ","24 ","S","20 ","E","575  ","FSL   ","          ","3690 ","FEL   ","          ","NW SW SE SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","MORAN               ","                    ","                    ","                    ","                    ","15-001-30713-  ","        ","   ","ERW ","OD                  ",False,"2013-05-21","2013-05-20","                              ",860,"                                                  ","APRV",1,-95.164574,37.908649,"MCFADDEN OIL COMPANY                   ","LUKE MCFADDEN/JACK W. MCFADDEN    ","620-365-3241","P.O. BOX 394                            ","IOLA                     ","KS","66749-0394"
"2013-05-21","1273110","1273110","KS","  ","ALLEN          ","LANTZ                         ","11AO                     ","NE SW SW SW-36-24S-20E-578FSL-4800FEL                       ","36  ","24 ","S","20 ","E","578  ","FSL   ","          ","4800 ","FEL   ","          ","NE SW SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","ALLEN          ","NE SW SW SW-36-24S-20E-578FSL-4800FEL                       ","36  ","24 ","S","20 ","E","578  ","FSL   ","          ","4800 ","FEL   ","          ","NE SW SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","MORAN               ","                    ","                    ","                    ","                    ","15-001-30714-  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","2013-05-20","                              ",860,"                                                  ","APRV",1,-95.16842,37.908663,"MCFADDEN OIL COMPANY                   ","LUKE MCFADDEN/JACK W. MCFADDEN    ","620-365-3241","P.O. BOX 394                            ","IOLA                     ","KS","66749-0394"
"2013-05-21","1273111","1273111","KS","  ","ALLEN          ","LANTZ                         ","12AO                     ","SE NW SW SW-36-24S-20E-900FSL-4885FEL                       ","36  ","24 ","S","20 ","E","900  ","FSL   ","          ","4885 ","FEL   ","          ","SE NW SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","ALLEN          ","SE NW SW SW-36-24S-20E-900FSL-4885FEL                       ","36  ","24 ","S","20 ","E","900  ","FSL   ","          ","4885 ","FEL   ","          ","SE NW SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","MORAN               ","                    ","                    ","                    ","                    ","15-001-30715-  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","2013-05-20","                              ",860,"                                                  ","APRV",1,-95.168705,37.909548,"MCFADDEN OIL COMPANY                   ","LUKE MCFADDEN/JACK W. MCFADDEN    ","620-365-3241","P.O. BOX 394                            ","IOLA                     ","KS","66749-0394"
"2013-05-21","1273112","1273112","KS","  ","ALLEN          ","LANTZ                         ","13AO                     ","NW NE SW SW-36-24S-20E-1050FSL-4600FEL                      ","36  ","24 ","S","20 ","E","1050 ","FSL   ","          ","4600 ","FEL   ","          ","NW NE SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","ALLEN          ","NW NE SW SW-36-24S-20E-1050FSL-4600FEL                      ","36  ","24 ","S","20 ","E","1050 ","FSL   ","          ","4600 ","FEL   ","          ","NW NE SW SW ","   ","  ","  ","     ","                                ","    ","                                ","    ","MORAN               ","                    ","                    ","                    ","                    ","15-001-30716-  ","        ","   ","OIL ","OD                  ",False,"2013-05-21","2013-05-20","                              ",860,"                                                  ","APRV",1,-95.167712,37.909958,"MCFADDEN OIL COMPANY                   ","LUKE MCFADDEN/JACK W. MCFADDEN    ","620-365-3241","P.O. BOX 394                            ","IOLA                     ","KS","66749-0394"
"2013-05-21","1271892","1271892","KS","  ","BARBER         ","GRESS-DAWSON                  ","2                        ","SW NE SW SE-35-31S-12W-930FSL-1675FEL                       ","35  ","31 ","S","12 ","W","930  ","FSL   ","          ","1675 ","FEL   ","          ","SW NE SW SE ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BARBER         ","SW NE SW SE-35-31S-12W-930FSL-1675FEL                       ","35  ","31 ","S","12 ","W","930  ","FSL   ","          ","1675 ","FEL   ","          ","SW NE SW SE ","   ","  ","  ","     ","                                ","    ","                                ","    ","SOUTH PIKE          ","                    ","                    ","                    ","                    ","15-007-24024-  ","        ","   ","O/G ","OD                  ",False,"2013-05-15","2013-05-14","                              ",4800,"                                                  ","APRV",2,-98.59237,37.300083,"WOOLSEY OPERATING COMPANY, LLC         ","DEAN PATTISSON/WAYNE WOOLSEY      ","316-267-4379","125 NORTH MARKET STREET, SUITE 1000     ","WICHITA                  ","KS","67202-1729"
"2013-05-21","1271897","1271897","KS","  ","BARBER         ","YAZEL -3510-                  ","2-3 H                    ","S2 S2 SE SE-3-35S-10W-200FSL-660FEL                         ","3   ","35 ","S","10 ","W","200  ","FSL   ","          ","660  ","FEL   ","          ","S2 S2 SE SE ","   ","  ","  ","     ","                                ","    ","                                ","    ","HOR","BARBER         ","3-35S-10W-330FNL-660FEL                                     ","3   ","35 ","S","10 ","W","330  ","FNL   ","          ","660  ","FEL   ","          ","            ","   ","  ","  ","     ","                                ","    ","                                ","    ","GUDEMAN             ","                    ","                    ","                    ","                    ","15-007-24023-01","        ","   ","OIL ","OD                  ",True,"2013-05-15","2013-05-14","                              ",4835,"                                                  ","APRV",1,-98.386282,37.02193,"SANDRIDGE EXPLORATION & PRODUCTION, LLC","NICK NEWLAND/RON GOFF             ","405-429-5500","123 ROBERT S. KERR AVENUE               ","OKLAHOMA CITY            ","OK","73102-6406"
"2013-05-21","1272572","1272572","KS","  ","BARTON         ","BEAVER S-REIF                 ","1-22                     ","SE SE SW SE-22-16S-12W-250FSL-1460FEL                       ","22  ","16 ","S","12 ","W","250  ","FSL   ","          ","1460 ","FEL   ","          ","SE SE SW SE ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BARTON         ","SE SE SW SE-22-16S-12W-250FSL-1460FEL                       ","22  ","16 ","S","12 ","W","250  ","FSL   ","          ","1460 ","FEL   ","          ","SE SE SW SE ","   ","  ","  ","     ","                                ","    ","                                ","    ","KRAFT-PRUSA         ","                    ","                    ","                    ","                    ","15-009-25844-  ","        ","   ","OIL ","OD                  ",False,"2013-05-17","2013-05-16","                              ",3480,"                                                  ","APRV",1,-98.632057,38.638439,"BIRD DOG OIL, LLC                      ","SCOTT STEWART                     ","303-534-1686","1801 BROADWAY, SUITE 450                ","DENVER                   ","CO","80202-3883"
"2013-05-21","1272864","1272864","KS","  ","BARTON         ","SCHNEWEIS                     ","11                       ","NE NW SW NW-5-17S-11W-1575FNL-380FWL                        ","5   ","17 ","S","11 ","W","1575 ","FNL   ","          ","380  ","FWL   ","          ","NE NW SW NW ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BARTON         ","NE NW SW NW-5-17S-11W-1575FNL-380FWL                        ","5   ","17 ","S","11 ","W","1575 ","FNL   ","          ","380  ","FWL   ","          ","NE NW SW NW ","   ","  ","  ","     ","                                ","    ","                                ","    ","KRAFT-PRUSA         ","                    ","                    ","                    ","                    ","15-009-25845-  ","        ","   ","OIL ","OD                  ",False,"2013-05-20","2013-05-17","                              ",3340,"                                                  ","APRV",3,-98.570876,38.604553,"RICHLAN DRILLING                       ","RICK SCHREIBER                    ","620-587-3224","598 2ND AVENUE                          ","BEAVER                   ","KS","67525-9226"
"2013-05-21","1152956","1272577","KS","  ","BOURBON        ","BRADBURY                      ","4-25                     ","NW NW-25-24S-22E-660FNL-660FWL                              ","25  ","24 ","S","22 ","E","660  ","FNL   ","          ","660  ","FWL   ","          ","NW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BOURBON        ","NW NW-25-24S-22E-660FNL-660FWL                              ","25  ","24 ","S","22 ","E","660  ","FNL   ","          ","660  ","FWL   ","          ","NW NW       ","   ","  ","  ","     ","                                ","    ","                                ","    ","IRISH VALLEY        ","                    ","                    ","                    ","                    ","15-011-24265-  ","        ","   ","GAS ","OD                  ",False,"2013-05-17","2013-05-16","                              ",900,"PERMIT EXTENSION                                  ","APRV",1,-94.949127,37.934038,"RUNNING FOXES PETROLEUM, INC.          ","ROLANDO BENAVIDES/STEVEN TEDESCO  ","303-617-7242","6855 SOUTH HAVANA STREET, SUITE 400     ","CENTENNIAL               ","CO","80112     "
"2013-05-21","1272269","1272269","KS","  ","BOURBON        ","BRADBURY                      ","16-23                    ","SE SE-23-24S-22E-660FSL-660FEL                              ","23  ","24 ","S","22 ","E","660  ","FSL   ","          ","660  ","FEL   ","          ","SE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BOURBON        ","SE SE-23-24S-22E-660FSL-660FEL                              ","23  ","24 ","S","22 ","E","660  ","FSL   ","          ","660  ","FEL   ","          ","SE SE       ","   ","  ","  ","     ","                                ","    ","                                ","    ","IRISH VALLEY        ","                    ","                    ","                    ","                    ","15-011-24264-  ","        ","   ","GAS ","OD                  ",False,"2013-05-16","2013-05-15","                              ",900,"                                                  ","APRV",1,-94.953702,37.937674,"RUNNING FOXES PETROLEUM, INC.          ","ROLANDO BENAVIDES/STEVEN TEDESCO  ","303-617-7242","6855 SOUTH HAVANA STREET, SUITE 400     ","CENTENNIAL               ","CO","80112     "
"2013-05-21","1271863","1271863","KS","  ","BUTLER         ","VARNER FARMS                  ","1 OWWO                   ","W2 NE NW-33-25S-4E-660FNL-1650FWL                           ","33  ","25 ","S","4  ","E","660  ","FNL   ","          ","1650 ","FWL   ","          ","W2 NE NW    ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","BUTLER         ","W2 NE NW-33-25S-4E-660FNL-1650FWL                           ","33  ","25 ","S","4  ","E","660  ","FNL   ","          ","1650 ","FWL   ","          ","W2 NE NW    ","   ","  ","  ","     ","                                ","    ","                                ","    ","PIERCE              ","                    ","                    ","                    ","                    ","15-015-01504-00","        ","   ","OIL ","WO                  ",False,"2013-05-15","2013-05-14","                              ",2569,"OLD WELL WORKOVER                                 ","APRV",1,-96.999742,37.83786,"BENJAMIN M. GILES                      ","BENJAMIN GILES                    ","316-265-1992","346 SOUTH LULU                          ","WICHITA                  ","KS","67211     "
"2013-05-21","1272270","1272270","KS","  ","CHAUTAUQUA     ","PENNELL                       ","S1                       ","SW SE SW NE-1-35S-11E-2932FSL-1888FEL                       ","1   ","35 ","S","11 ","E","2932 ","FSL   ","          ","1888 ","FEL   ","          ","SW SE SW NE ","   ","  ","  ","     ","                                ","    ","                                ","    ","VER","CHAUTAUQUA     ","SW SE SW NE-1-35S-11E-2932FSL-1888FEL                       ","1   ","35 ","S","11 ","E","2932 ","FSL   ","          ","1888 ","FEL   ","          ","SW SE SW NE ","   ","  ","  ","     ","                                ","    ","                                ","    ","PERU-SEDAN          ","                    ","                    ","                    ","                    ","15-019-27318-  ","        ","   ","OIL ","OD                  ",False,"2013-05-16","2013-05-15","                              ",1200,"                                                  ","APRV",1,-96.151789,37.033319,"JOHN M. DENMAN OIL COMPANY, INC.       ","JIM HUMPHREY                      ","620-725-3727","P.O. BOX 36                             ","SEDAN                    ","KS","67361-0036"
